"","Name","Code","Year","Month","Population","LST_Day","NDVI","EVI","Precip","AvgRad","SWOccurrence","pland_forest","area_mn_forest","te_forest"
"829","ACORIA",81106,2025,60,5039.39436619748,18.4062353680274,0.556935446531562,0.371806194085879,236.232334281462,0.0909376769742762,23.4914969999885,0,0,0
"830","CUENCA",81201,2025,60,6871.8732394402,21.6693832189677,0.391452445607074,0.221869441070688,94.7298843440562,0.386733322443483,41.1168842568948,0,0,0
"831","HUACHOCOLPA",81202,2025,60,4875.09859154864,23.2159001498177,0.411705597992525,0.227271876575897,66.9499944553502,0.45383991985294,26.4192312799705,0,0,0
"832","HUAYLLAHUARA",81203,2025,60,5877.91549295775,18.2702834186516,0.541833941749007,0.353858011264359,336.086032409607,0.134736089967166,29.5619246559676,0,0,0
"833","IZCUCHACA",81204,2025,60,2789.74647887299,19.5218754290462,0.307424874967988,0.162020298946981,120.261167714353,0.174538269705379,73.5828076264628,0,0,0
"834","LARIA",81205,2025,60,18586.9718309866,22.9196940145842,0.374519606149374,0.222457458953267,83.8748627444152,0.188244945234613,37.8517454638752,0,0,0
"835","MANTA",81206,2025,60,3851.14084507047,18.7376278842659,0.360211639589636,0.20132717809567,88.0885214061699,0.130919696628675,33.0154596556548,0,0,0
"836","MOYA",81207,2025,60,3745,20.6055722475993,0.378463791546865,0.22129791378454,71.3314816258012,0.178954610343465,38.0740740740741,0,0,0
"837","NUEVO OCCORO",81208,2025,60,3373,21.9228329941403,0.380136720240033,0.20039512835935,73.8581454366067,0.321689609516342,61.8638705846693,0,0,0
"838","PALCA",81209,2025,60,3222,13.05603987963,0.313159258397953,0.17160250252362,184.993290793921,0.123071816632593,72.6465992436755,0,0,0
"839","PILCHACA",81210,2025,60,14736.4225352058,18.1011434975518,0.310486855009288,0.191644272381747,132.133803465674,0.146723936319655,82.019322127189,0,0,0
"840","VILCA",81211,2025,60,6834.63380281656,22.8328732224137,0.410885896990215,0.220965877033788,73.7373037096382,1.1177494056948,5.83495145631068,0,0,0
"841","YAULI",81212,2025,60,9420.76056337678,20.6268070628134,0.393655172178714,0.222061796888676,87.2534502813191,0.166954823132284,36.5305269523804,0,0,0
"842","ASCENSION",81301,2025,60,20150.0422535353,16.9031267424466,0.360537876110061,0.176807833687509,72.7299903311025,0.768452991444465,48.2395015659359,0,0,0
"843","HUANDO",81302,2025,60,8312.91549295775,19.8213544535929,0.411988218733358,0.22754593182162,76.0051293799075,0.53725673993382,80.432133575414,0,0,0
"844","ANDABAMBA",81303,2025,60,4594.99999999735,22.5543299217879,0.436535547403181,0.235318053745784,67.3132005745883,0.474337356348682,25.1769641108748,0,0,0
"845","CAJA",81304,2025,60,9735.53521127114,14.3700620196191,0.445992653236735,0.225502850862523,88.2138242421242,0.197597951226187,34.8874757562551,0,0,0
"846","MARCAS",81305,2025,60,4961.53521126793,26.2431094796372,0.388397353880799,0.218804695433864,74.8052511702867,0.40826368444909,31.8822157680508,-0.236842258744837,0,0
"847","PAUCARA",81306,2025,60,10697.9154929583,16.1340459709914,0.340017282685634,0.181825902074767,89.5045630113556,0.180780440501288,27.4279188132535,-5.00786320861957,0,0
"848","ROSARIO",81307,2025,60,2867.67605633815,21.3545730626805,0.450385440542846,0.218088078206236,70.3580240133989,0.549331305554801,2.27469063191079,0,0,0
"849","LIRCAY",8137,2025,60,16530,34.173838863538,0.606383041873411,0.433010651868028,94.3342465781662,1.39446883532066,6.1296030782524,0,0,0
"850","ANCHONGA",8141,2025,60,12587.4788732409,32.5293909705387,0.591302038554756,0.40795550121158,85.4798209344136,0.755242125120629,4.28384533033333,0,0,0
"851","CALLANMARCA",8296,2025,60,89553.2253521127,32.7645137012053,0.629578857239527,0.431167016375227,69.6732204374127,9.10080204306859,12.7719984319275,0,0,0
"852","CCOCHACCASA",8372,2025,60,17098.1971830992,30.2753191683256,0.638808625060645,0.418819087779693,69.9684764523389,0.770198435135807,9.76703555396564,0,0,0
"853","CHINCHO",8421,2025,60,33546.1830985976,31.3589234829499,0.672957324710631,0.389174161033167,84.7378329647135,0.62926544448904,64.1549917890443,0,0,0
"854","CONGALLA",8433,2025,60,126320.760563358,32.5531737177509,0.592578809855834,0.414634864200905,70.989043988134,6.76008776608081,40.6647518989421,0,0,0
"855","HUANCA-HUANCA",8436,2025,60,21733.8873239348,32.650656034141,0.615334163540522,0.42458429709861,85.0877104816144,0.781439966508638,20.4128241732369,0,0,0
"856","JULCAMARCA",8520,2025,60,8981,33.2537474400511,0.660277376181856,0.43236303825942,83.9727656064268,1.13990204274406,20.4483147441357,0,0,0
"857","SAN ANTONIO DE ANTAPARCO",8549,2025,60,3822,29.0553826247876,0.641566555898326,0.415353581898854,76.0024403543347,0.321499531206829,66.5847838062831,0,0,0
"858","SANTO TOMAS DE PATA",8558,2025,60,15839.7943334788,31.2301529473546,0.640437075031559,0.445896899490346,83.8859093330772,1.9399691745673,6.48363743090544,0,0,0
"859","SECCLLA",8560,2025,60,24755.8732394366,33.1395370758816,0.580032206079738,0.394720546690475,88.3291908889,0.648224614164688,38.3880887285571,0,0,0
"860","CASTROVIRREYNA",8573,2025,60,53946,30.8013879651614,0.576753259266328,0.36520212232273,57.8053306425677,6.63076756480833,83.5282979996832,0,0,0
"861","ARMA",8606,2025,60,31114.2676056218,30.9570146055379,0.650855761236737,0.374253622759696,80.2202346676944,0.618445949488114,67.4427245894363,0,0,0
"862","AURAHUA",8634,2025,60,39038.8927139483,32.4739301939835,0.620491737530192,0.403749210021038,74.5692638587641,6.37634699842407,34.2456416225595,0,0,0
"863","CAPILLAS",8638,2025,60,111820.042253575,30.9014236127795,0.616472502549098,0.41512831971542,92.0369497332571,1.45075906483844,91.0717335289152,0,0,0
"864","CHUPAMARCA",8675,2025,60,12393,32.0239391886212,0.603690645320299,0.409129221272952,89.5119440270156,0.831977957241808,29.508380472982,0,0,0
"865","COCAS",8685,2025,60,30240,33.9823818761369,0.624219730978875,0.438384153098886,85.015372413397,2.80333933860275,23.711093047577,0,0,0
