"","Name","Code","Year","Month","Population","LST_Day","NDVI","EVI","Precip","AvgRad","SWOccurrence","pland_forest","area_mn_forest","te_forest","enn_mn_forest"
"28","RECTA",10308,2021,12,257,20.9370155093742,0.587453135104088,0.39585725715199,75.1538367014224,0.189445824777055,2,20.148771735813,29913.4394366197,10541991.5492387,708.912825259316
"29","SAN CARLOS",10309,2021,12,381,20.563938600302,0.486551109899048,0.285646726553414,71.8511037969447,0.17139898191308,3.3138519740033,20.148771735813,29913.4394366197,10541991.5492387,708.912825259316
"30","SHIPASBAMBA",10310,2021,12,2090,22.2383038317147,0.585750104261694,0.3607918004265,81.4947887414587,0.195647134451929,27.2924196581896,20.148771735813,29913.4394366197,10541991.5492387,708.912825259316
"31","VALERA",10311,2021,12,973,23.0409012795989,0.558705977829911,0.31223839750164,79.8520301376938,0.189646565582045,24.0035856121639,20.148771735813,29913.4394366197,10541991.5492387,708.912825259316
"32","YAMBRASBAMBA",10312,2021,12,8487.3728813546,20.6591407723582,0.451965615650598,0.324237072347804,147.107358570389,0.139021980069278,6.67525144583941,20.148771735813,29913.4394366197,10541991.5492387,708.912825259316
"33","NIEVA",10401,2021,12,26169.5254237227,24.8137755581846,0.593259953292896,0.427778808884648,246.022402774997,0.126325590190572,47.5169409576116,20.148771735813,29913.4394366197,10541991.5492387,708.912825259316
"34","EL CENEPA",10402,2021,12,8777.47887323887,23.8038212798988,0.601428088529868,0.383454404382135,217.393771501511,0.1903104081291,34.1041050860137,20.148771735813,29913.4394366197,10541991.5492387,708.912825259316
"35","RIO SANTIAGO",10403,2021,12,16397.7183098592,24.504802348384,0.612112633245467,0.412805810276569,263.755323088896,0.141766049592708,69.8769962388923,20.148771735813,29913.4394366197,10541991.5492387,708.912825259316
"36","LAMUD",10501,2021,12,1722.96610169485,23.1975227361239,0.479757989086275,0.29073512199502,78.427486728457,0.253357853172667,23.9225759580706,20.148771735813,29913.4394366197,10541991.5492387,708.912825259316
"37","CAMPORREDONDO",10502,2021,12,3818.80281690134,21.9698104504962,0.541197386478744,0.344736304589624,67.5740086360293,0.198712094740119,52.4586970315367,20.148771735813,29913.4394366197,10541991.5492387,708.912825259316
"38","COCABAMBA",10503,2021,12,2145.99999999998,24.3685872516043,0.449145676460663,0.236429360979426,64.3265194518465,0.154455814292998,55.6483573830049,20.148771735813,29913.4394366197,10541991.5492387,708.912825259316
"39","COLCAMAR",10504,2021,12,1743.76271186457,18.0997291308176,0.51198595260861,0.304960344725555,70.3386182994566,0.152891220102275,15.0780632411067,20.148771735813,29913.4394366197,10541991.5492387,708.912825259316
"40","CONILA",10505,2021,12,1852,15.8226839281236,0.482636133408689,0.298388937318948,62.1942931914277,0.15893884381516,21.6875,20.148771735813,29913.4394366197,10541991.5492387,708.912825259316
"41","INGUILPATA",10506,2021,12,462.014084507014,17.5568775800882,0.533132256274907,0.328328721661448,68.0662658207712,0.23163597005986,10.7611665536285,20.148771735813,29913.4394366197,10541991.5492387,708.912825259316
"42","LUYA",10509,2021,12,3734,22.2719037212565,0.489047193212293,0.303380406155859,75.8976850338561,0.423527218530997,27.3703703703704,20.148771735813,29913.4394366197,10541991.5492387,708.912825259316
"43","OCUMAL",10513,2021,12,3477.35211267609,20.4628712838457,0.550724061355804,0.338249088799305,63.3473263125844,0.163039883336511,51.2012012411938,20.148771735813,29913.4394366197,10541991.5492387,708.912825259316
"44","PISUQUIA",10514,2021,12,4712.70422535226,22.2315167977636,0.478121948853967,0.265394425618562,71.605862037668,0.152545271621916,48.6735466747227,20.148771735813,29913.4394366197,10541991.5492387,708.912825259316
"45","PROVIDENCIA",10515,2021,12,1259,24.4217605365835,0.555196675937505,0.316816053332553,66.1169381221713,0.163282683540699,54.664450795667,20.148771735813,29913.4394366197,10541991.5492387,708.912825259316
"46","SAN CRISTOBAL",10516,2021,12,513.659574468009,22.0076472443891,0.525703141886159,0.327116349826863,79.2393809322462,0.203555941213503,29.1042089043873,20.148771735813,29913.4394366197,10541991.5492387,708.912825259316
"47","SAN JERONIMO",10518,2021,12,1404,21.5790178254279,0.529869766689256,0.336129710284553,81.6109835139849,0.179473842459009,28.4599829455476,20.148771735813,29913.4394366197,10541991.5492387,708.912825259316
"48","TINGO",10522,2021,12,1158.2881355932,20.2806199470118,0.516278910019087,0.310894135888776,77.5870454004077,0.191610654309452,12.3845675171126,20.148771735813,29913.4394366197,10541991.5492387,708.912825259316
"49","SAN NICOLAS",10601,2021,12,4790.1408450702,21.7056107289043,0.6179204494075,0.361729377352,94.5153100281571,0.257972461968086,46.3916858698985,20.148771735813,29913.4394366197,10541991.5492387,708.912825259316
"50","CHIRIMOTO",10602,2021,12,1713,21.6961281366871,0.68244951398041,0.424176786263331,100.07328872165,0.148016004848596,3.51753665689149,20.148771735813,29913.4394366197,10541991.5492387,708.912825259316
